Submission time,User ID,Term,Course,Professor,Grade distribution,Recommend professor?
2024-03-27T17:52:15.563Z,ca15c0ede4ca27231b356680f1485aeb,Winter Qtr 2024,MATH 18,"Treuer, John N","A+:1, A:2, A-:3, B+:1, B:7, B-:4, C+:5, C:7, C-:2, D:0, F:4, W:1, Total Students:37, Class GPA:2.42",
2024-03-27T17:52:15.563Z,ca15c0ede4ca27231b356680f1485aeb,Winter Qtr 2024,MCWP 50,"Morshed, Michael James","A+:0, A:7, A-:3, B+:4, B:2, B-:1, C+:1, C:0, C-:0, D:0, F:0, W:1, Total Students:19, Class GPA:3.52",
2024-03-27T17:52:15.563Z,ca15c0ede4ca27231b356680f1485aeb,Fall Qtr 2023,CSE 11,"Soosai Raj, Adalbert Geral","A+:17, A:16, A-:5, B+:2, B:3, B-:1, C+:1, C:0, C-:0, D:0, F:3, W:2, Total Students:50, Class GPA:3.57",
2024-03-27T17:52:15.563Z,ca15c0ede4ca27231b356680f1485aeb,Fall Qtr 2023,CSE 20,"Jones, Miles E","A+:15, A:19, A-:15, B+:12, B:9, B-:7, C+:2, C:2, C-:6, D:4, F:7, P:3, NP:0, Total Students:101, Class GPA:3.06",
2024-03-27T17:52:15.563Z,ca15c0ede4ca27231b356680f1485aeb,Fall Qtr 2023,CSE 91,"Minnes Kemp, Mor Mia","P:38, NP:0, Total Students:38, Class GPA:0",
2024-03-27T17:52:15.563Z,ca15c0ede4ca27231b356680f1485aeb,Fall Qtr 2023,ECE 99H,"Bharadia, Dinesh",Grade Distribution is not available for classes with 10 students or less.:null,
2024-03-27T17:52:15.563Z,ca15c0ede4ca27231b356680f1485aeb,Fall Qtr 2023,MATH 20C,"Ioana, Adrian","A+:3, A:17, A-:6, B+:8, B:5, B-:5, C+:4, C:5, C-:6, D:0, F:7, W:1, Total Students:67, Class GPA:2.83",
2024-03-27T17:52:15.563Z,ca15c0ede4ca27231b356680f1485aeb,Fall Qtr 2023,MCWP 40,"Carter, Andrea L","A+:0, A:2, A-:6, B+:6, B:4, B-:1, C+:0, C:0, C-:0, D:0, F:0, Total Students:19, Class GPA:3.41",
2024-03-27T18:07:53.713Z,4c99f8766157aada53352be651d82ca3,Winter Qtr 2024,COGS 108,"Ellis, Shannon Elizabeth","A+:35, A:12, A-:0, B+:2, B:0, B-:1, C+:0, C:0, C-:0, D:0, F:0, Total Students:50, Class GPA:3.95",
2024-03-27T18:07:53.713Z,4c99f8766157aada53352be651d82ca3,Winter Qtr 2024,CSE 30,"Chin, Bryan W.","A+:21, A:23, A-:31, B+:13, B:17, B-:7, C+:10, C:16, C-:9, D:12, F:19, P:10, NP:11, I:2, W:6, Total Students:207, Class GPA:2.73, A+:21, A:23, A-:31, B+:13, B:17, B-:7, C+:10, C:16, C-:9, D:12, F:19, P:10, NP:11, I:2, W:6, Total Students:207, Class GPA:2.73",
2024-03-27T18:07:53.713Z,4c99f8766157aada53352be651d82ca3,Winter Qtr 2024,MATH 184,"Tesler, Glenn","A+:0, A:3, A-:3, B+:1, B:5, B-:2, C+:2, C:8, C-:2, D:0, F:4, I:1, W:2, Total Students:33, Class GPA:2.36",
2024-03-27T20:04:40.043Z,aa17f64d2d88bcb227879697442126f0,Winter Qtr 2024,CSE 12,"Cao, Yingjun","A+:81, A:69, A-:18, B+:41, B:17, B-:13, C+:9, C:7, C-:5, D:10, F:4, P:5, NP:0, Blank:10, Total Students:289, Class GPA:3.44",
2024-03-27T20:04:40.043Z,aa17f64d2d88bcb227879697442126f0,Winter Qtr 2024,CSE 15L,"Politz, Joseph Gibbs","A+:22, A:19, A-:1, B+:1, B:2, B-:1, C+:0, C:3, C-:0, D:0, F:3, P:1, NP:1, Total Students:54, Class GPA:3.57",
2024-03-27T20:04:40.043Z,aa17f64d2d88bcb227879697442126f0,Winter Qtr 2024,CSE 20,"Borkowski, Michael Humes","A+:29, A:11, A-:7, B+:6, B:11, B-:12, C+:6, C:2, C-:1, D:0, F:1, P:0, NP:1, W:2, Total Students:89, Class GPA:3.38",
2024-03-27T20:04:40.043Z,aa17f64d2d88bcb227879697442126f0,Winter Qtr 2024,MAE 99H,"Martinez, Sonia",Grade Distribution is not available for classes with 10 students or less.:null,
2024-03-27T20:04:40.043Z,aa17f64d2d88bcb227879697442126f0,Winter Qtr 2024,MCWP 50,"Morshed, Michael James","A+:0, A:4, A-:3, B+:4, B:1, B-:2, C+:1, C:2, C-:2, D:1, F:1, Total Students:21, Class GPA:2.83",
2024-03-27T20:04:40.043Z,aa17f64d2d88bcb227879697442126f0,Fall Qtr 2023,CSE 11,"Soosai Raj, Adalbert Geral","A+:24, A:12, A-:2, B+:1, B:2, B-:3, C+:0, C:2, C-:1, D:0, F:0, P:2, NP:0, Total Students:49, Class GPA:3.71",
2024-03-27T20:04:40.043Z,aa17f64d2d88bcb227879697442126f0,Fall Qtr 2023,MATH 18,"Agrawal, Shishir","A+:4, A:11, A-:6, B+:5, B:9, B-:2, C+:1, C:1, C-:1, D:1, F:4, W:1, Total Students:46, Class GPA:3.07",
2024-03-27T20:04:40.043Z,aa17f64d2d88bcb227879697442126f0,Fall Qtr 2023,MCWP 40,"Carter, Andrea L","A+:0, A:2, A-:6, B+:6, B:4, B-:1, C+:0, C:0, C-:0, D:0, F:0, Total Students:19, Class GPA:3.41",
2024-03-27T20:04:40.043Z,aa17f64d2d88bcb227879697442126f0,Fall Qtr 2023,PHYS 2A,"Meyertholen, Andrew D.","A+:2, A:5, A-:0, B+:2, B:1, B-:2, C+:1, C:10, C-:1, D:0, F:3, P:1, NP:0, W:2, Total Students:30, Class GPA:2.48",
2024-03-27T20:11:49.449Z,a4e2b4d868df316f5fdbac5c1e7a2ed8,Winter Qtr 2024,CSE 8B,"Miranda, Gregory Joseph","A+:105, A:26, A-:9, B+:7, B:13, B-:11, C+:6, C:3, C-:3, D:10, F:8, P:3, NP:1, W:7, Total Students:212, Class GPA:3.4",
2024-03-27T20:11:49.449Z,a4e2b4d868df316f5fdbac5c1e7a2ed8,Winter Qtr 2024,ETHN 2R,"Sasaki, Christen T","A+:10, A:11, A-:1, B+:0, B:1, B-:0, C+:0, C:1, C-:0, D:0, F:1, P:3, NP:0, Total Students:28, Class GPA:3.71",
2024-03-27T20:11:49.449Z,a4e2b4d868df316f5fdbac5c1e7a2ed8,Winter Qtr 2024,LIGN 42,"Styler, William Francis","A+:61, A:12, A-:3, B+:2, B:2, B-:3, C+:1, C:1, C-:0, D:0, F:1, P:5, NP:1, S:1, U:0, I:1, Total Students:94, Class GPA:3.82",
2024-03-27T20:11:49.449Z,a4e2b4d868df316f5fdbac5c1e7a2ed8,Winter Qtr 2024,MATH 20B,"Chou, Raymond Oliver","Blank:35, Total Students:35, Class GPA:0",
2024-03-27T20:11:49.449Z,a4e2b4d868df316f5fdbac5c1e7a2ed8,Fall Qtr 2023,CSE 8A,"Porter, Leonard Emerson","A+:5, A:15, A-:4, B+:4, B:2, B-:5, C+:2, C:1, C-:0, D:2, F:2, P:4, NP:0, W:2, Total Students:48, Class GPA:3.24",
2024-03-27T20:11:49.449Z,a4e2b4d868df316f5fdbac5c1e7a2ed8,Fall Qtr 2023,HITO 87,"Patterson, Patrick H.","P:15, NP:0, Total Students:15, Class GPA:0",
2024-03-27T20:11:49.449Z,a4e2b4d868df316f5fdbac5c1e7a2ed8,Fall Qtr 2023,SIO 12,"Peach, Cheryl","A+:11, A:41, A-:30, B+:23, B:26, B-:8, C+:4, C:2, C-:0, D:0, F:1, P:8, NP:0, Total Students:154, Class GPA:3.48",
2024-03-27T20:11:49.449Z,a4e2b4d868df316f5fdbac5c1e7a2ed8,Fall Qtr 2023,TDHT 21,"Burelle, Julie Sara Veronique","A+:5, A:7, A-:3, B+:5, B:1, B-:0, C+:0, C:1, C-:0, D:1, F:0, P:1, NP:0, Total Students:24, Class GPA:3.55",
2024-03-27T20:11:49.449Z,a4e2b4d868df316f5fdbac5c1e7a2ed8,Sum Ses II 2023,AWP 10,"Kolodezh, Samuel","A+:0, A:7, A-:5, B+:2, B:2, B-:1, C+:0, C:0, C-:0, D:0, F:1, Total Students:18, Class GPA:3.43",
2024-03-27T20:11:49.449Z,a4e2b4d868df316f5fdbac5c1e7a2ed8,Sum Ses II 2023,MATH 20B,"Ohm, Ko Woon","A+:2, A:4, A-:1, B+:3, B:3, B-:5, C+:0, C:4, C-:3, D:0, F:5, P:1, NP:0, Total Students:31, Class GPA:2.44",
2024-03-27T20:11:49.449Z,a4e2b4d868df316f5fdbac5c1e7a2ed8,Sum Ses I 2023,CHEM 6A,"Mora Garcia, Stephanie L","A+:6, A:1, A-:7, B+:8, B:7, B-:4, C+:4, C:1, C-:2, D:3, F:6, P:2, NP:0, Total Students:51, Class GPA:2.65",
2024-03-27T20:13:06.330Z,225c5e7d02a9e13b89c7d07043126bcf,Winter Qtr 2024,LTRU 1B,"Wells, Patricia Rebecca","A+:0, A:10, A-:3, B+:3, B:0, B-:0, C+:0, C:0, C-:0, D:0, F:0, P:5, NP:1, Total Students:22, Class GPA:3.81",
2024-03-27T20:13:06.330Z,225c5e7d02a9e13b89c7d07043126bcf,Winter Qtr 2024,MATH 20E,"He, Gaojin","A+:1, A:6, A-:3, B+:5, B:6, B-:3, C+:1, C:4, C-:3, D:0, F:12, P:2, NP:0, W:1, Total Students:47, Class GPA:2.21",
2024-03-27T20:13:06.330Z,225c5e7d02a9e13b89c7d07043126bcf,Winter Qtr 2024,PHYS 4A,"Averitt, Richard Douglas","A+:2, A:6, A-:6, B+:3, B:5, B-:1, C+:2, C:2, C-:2, D:2, F:2, P:0, NP:1, Total Students:34, Class GPA:2.9",
2024-03-27T20:13:06.330Z,225c5e7d02a9e13b89c7d07043126bcf,Winter Qtr 2024,PHYS 41,"Green, Daniel Richard","A+:4, A:8, A-:2, B+:2, B:2, B-:1, C+:2, C:0, C-:0, D:0, F:1, P:4, NP:0, S:1, U:0, Total Students:27, Class GPA:3.42",
2024-03-27T20:13:06.330Z,225c5e7d02a9e13b89c7d07043126bcf,Fall Qtr 2023,AWP 3,"Chandler, Bailee Daniele","A+:0, A:2, A-:8, B+:0, B:1, B-:2, C+:0, C:0, C-:1, D:0, F:0, Total Students:14, Class GPA:3.41",
2024-03-27T20:13:06.330Z,225c5e7d02a9e13b89c7d07043126bcf,Fall Qtr 2023,LTRU 1A,"Wells, Patricia Rebecca","A+:0, A:11, A-:4, B+:4, B:1, B-:0, C+:0, C:0, C-:0, D:0, F:0, P:5, NP:0, Total Students:25, Class GPA:3.75",
2024-03-27T20:13:06.330Z,225c5e7d02a9e13b89c7d07043126bcf,Fall Qtr 2023,MATH 18,"Anzaldo, Leesa B","A+:13, A:20, A-:17, B+:6, B:13, B-:5, C+:5, C:3, C-:4, D:1, F:7, W:3, Total Students:97, Class GPA:3.11",
2024-03-27T20:13:06.330Z,225c5e7d02a9e13b89c7d07043126bcf,Fall Qtr 2023,MATH 20C,"Ioana, Adrian","A+:3, A:17, A-:6, B+:8, B:5, B-:5, C+:4, C:5, C-:6, D:0, F:7, W:1, Total Students:67, Class GPA:2.83",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2024,CSE 202,"Impagliazzo, Russell","A+:16, A:37, A-:28, B+:7, B:6, B-:5, C+:0, C:0, C-:0, D:0, F:2, P:2, NP:0, S:4, U:1, W:1, Total Students:109, Class GPA:3.67",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2024,ECE 111,"Eldon, John","A+:0, A:69, A-:40, B+:24, B:22, B-:14, C+:10, C:16, C-:1, D:2, F:4, W:2, Total Students:204, Class GPA:3.3",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2024,ECE 260B,"Kang, Mingu","A+:8, A:20, A-:24, B+:36, B:24, B-:3, C+:0, C:0, C-:0, D:0, F:0, S:1, U:0, W:1, Total Students:117, Class GPA:3.48",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2024,PHYS 2B,"Arlett, Jessica Lynn","A+:6, A:5, A-:2, B+:0, B:2, B-:0, C+:0, C:4, C-:0, D:3, F:4, Total Students:26, Class GPA:2.63",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2024,SIO 45,"Cook, Geoffrey W","A+:0, A:71, A-:18, B+:15, B:13, B-:5, C+:2, C:0, C-:0, D:1, F:0, P:8, NP:2, I:1, Total Students:136, Class GPA:3.67",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2023,CSE 127,"Savage, Stefan","A+:26, A:32, A-:32, B+:26, B:23, B-:7, C+:2, C:1, C-:3, D:1, F:7, P:2, NP:0, S:9, U:0, W:7, Total Students:178, Class GPA:3.36",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2023,CSE 170,"Vaccaro, Kristen Marie","A+:0, A:7, A-:4, B+:6, B:0, B-:2, C+:1, C:0, C-:0, D:0, F:0, Total Students:20, Class GPA:3.52",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2023,CSE 258R,"McAuley, Julian John","A+:140, A:118, A-:40, B+:17, B:5, B-:0, C+:0, C:1, C-:0, D:0, F:1, S:5, U:0, W:4, Total Students:331, Class GPA:3.89",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2023,DSGN 1,"Meyer, Michael Wayne","A+:7, A:24, A-:5, B+:4, B:4, B-:0, C+:0, C:1, C-:0, D:0, F:0, P:9, NP:0, Total Students:54, Class GPA:3.77",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2023,SIO 90,"Kunselman, Emily Jane","P:67, NP:0, Total Students:67, Class GPA:0",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Spring Qtr 2023,CAT 125,"Bigham, David Joseph","A+:3, A:4, A-:8, B+:0, B:0, B-:0, C+:0, C:1, C-:0, D:0, F:0, P:3, NP:0, Total Students:19, Class GPA:3.73",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Spring Qtr 2023,CSE 141L,"Eldon, John","A+:0, A:105, A-:9, B+:6, B:4, B-:16, C+:2, C:24, C-:1, D:0, F:5, S:1, U:0, W:3, Total Students:176, Class GPA:3.39",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Spring Qtr 2023,CSE 231,"Politz, Joseph Gibbs","A+:45, A:10, A-:3, B+:5, B:1, B-:2, C+:0, C:3, C-:0, D:0, F:0, P:1, NP:0, S:4, U:0, W:1, Total Students:75, Class GPA:3.8",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2023,CSE 95,"Minnes Kemp, Mor Mia","P:19, NP:0, Total Students:19, Class GPA:0",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2023,CSE 120,"Pasquale, Joseph","A+:0, A:10, A-:28, B+:50, B:42, B-:21, C+:14, C:10, C-:6, D:1, F:2, P:3, NP:0, S:1, U:0, W:4, Total Students:192, Class GPA:3.02",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2023,CSE 141,"Tullsen, Dean Michael","A+:5, A:41, A-:7, B+:17, B:31, B-:12, C+:14, C:22, C-:14, D:3, F:6, P:1, NP:1, W:5, Total Students:179, Class GPA:2.87",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2023,CSE 151A,"Dasgupta, Sanjoy","A+:3, A:32, A-:24, B+:20, B:21, B-:13, C+:10, C:9, C-:4, D:1, F:0, W:1, Total Students:138, Class GPA:3.22",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2023,CSE 167,"Ramamoorthi, Ravi","A+:2, A:6, A-:3, B+:6, B:2, B-:2, C+:0, C:0, C-:1, D:4, F:1, P:0, NP:2, W:1, Total Students:30, Class GPA:2.96",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2023,ECE 101,"Baghdadchi, Saharnaz","A+:1, A:13, A-:9, B+:19, B:8, B-:8, C+:11, C:10, C-:5, D:5, F:5, W:1, Total Students:95, Class GPA:2.73",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2022,CSE 130,"Knoth, Tristan Joseph","A+:40, A:61, A-:0, B+:0, B:14, B-:0, C+:0, C:5, C-:0, D:0, F:3, Total Students:123, Class GPA:3.71",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2022,CSE 140,"Eldon, John","A+:0, A:54, A-:27, B+:26, B:40, B-:21, C+:9, C:5, C-:0, D:0, F:1, P:1, NP:0, W:1, Total Students:185, Class GPA:3.33",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2022,CSE 140L,"Eldon, John","A+:0, A:134, A-:15, B+:3, B:0, B-:4, C+:4, C:0, C-:1, D:0, F:8, W:7, Total Students:176, Class GPA:3.69",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2022,CSE 194,"Munyaka, Imani N. S.","A+:23, A:13, A-:8, B+:1, B:3, B-:0, C+:0, C:0, C-:0, D:0, F:0, Total Students:48, Class GPA:3.87",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2022,MGT 12,"Pecore, Joseph P.","A+:0, A:32, A-:11, B+:14, B:13, B-:7, C+:0, C:1, C-:0, D:1, F:2, P:17, NP:0, Total Students:98, Class GPA:3.41",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Spring Qtr 2022,CSE 101,"Dasgupta, Sanjoy","A+:14, A:29, A-:25, B+:54, B:28, B-:22, C+:7, C:8, C-:2, D:0, F:1, W:1, Total Students:191, Class GPA:3.27",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Spring Qtr 2022,CSE 110,"Politz, Joseph Gibbs","A+:4, A:22, A-:14, B+:11, B:5, B-:2, C+:1, C:1, C-:0, D:0, F:5, Total Students:65, Class GPA:3.34",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Spring Qtr 2022,ECE 109,"Orlitsky, Alon","A+:17, A:22, A-:36, B+:44, B:31, B-:29, C+:24, C:19, C-:7, D:2, F:7, Total Students:238, Class GPA:3",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Spring Qtr 2022,ECE 180,"Trivedi, Mohan M.","A+:7, A:12, A-:6, B+:4, B:0, B-:0, C+:0, C:0, C-:0, D:0, F:0, P:3, NP:0, Total Students:32, Class GPA:3.84",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2022,COGS 108,"Fleischer, Jason G","A+:19, A:21, A-:8, B+:5, B:6, B-:3, C+:0, C:0, C-:0, D:0, F:3, P:2, NP:0, Total Students:67, Class GPA:3.57",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2022,CSE 105,"Lovett, Shachar","A+:47, A:106, A-:90, B+:23, B:31, B-:18, C+:15, C:4, C-:1, D:0, F:4, P:0, NP:1, W:4, Total Students:344, Class GPA:3.56",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2022,ECE 45,"Franceschetti, Massimo","A+:0, A:68, A-:19, B+:15, B:5, B-:0, C+:1, C:0, C-:1, D:2, F:0, W:2, Total Students:113, Class GPA:3.72",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2022,ECE 65,"Baghdadchi, Saharnaz","A+:1, A:3, A-:0, B+:2, B:2, B-:2, C+:2, C:2, C-:2, D:0, F:0, W:1, Total Students:17, Class GPA:2.88",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2021,CSE 100,"Moshiri, Niema","A+:12, A:102, A-:21, B+:10, B:22, B-:11, C+:9, C:6, C-:4, D:9, F:20, S:2, U:0, W:2, Total Students:230, Class GPA:3.15",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2021,ECE 35,"Schurgers, Curt","A+:1, A:8, A-:1, B+:0, B:3, B-:1, C+:0, C:3, C-:3, D:2, F:5, W:2, Total Students:29, Class GPA:2.39",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2021,PHYS 2C,"Shpyrko, Oleg","A+:1, A:9, A-:2, B+:1, B:7, B-:1, C+:2, C:7, C-:0, D:0, F:2, Total Students:32, Class GPA:2.91",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Spring Qtr 2021,CAT 3,"Bronstein, Phoebe Malan","A+:3, A:11, A-:1, B+:0, B:0, B-:0, C+:0, C:0, C-:0, D:0, F:0, Total Students:15, Class GPA:3.98",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Spring Qtr 2021,CSE 21,"Jones, Miles E","A+:8, A:40, A-:23, B+:31, B:19, B-:10, C+:11, C:2, C-:2, D:0, F:5, P:32, NP:3, W:6, Total Students:192, Class GPA:3.29",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Spring Qtr 2021,CSE 30,"Chin, Bryan W.","A+:38, A:61, A-:16, B+:20, B:14, B-:7, C+:4, C:5, C-:5, D:2, F:2, P:36, NP:11, W:17, Total Students:238, Class GPA:3.52",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Spring Qtr 2021,CSE 87,"Moshiri, Niema","P:18, NP:0, Total Students:18, Class GPA:0",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Spring Qtr 2021,ECE 199,"Schurgers, Curt",Grade Distribution is not available for classes with 10 students or less.:null,
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Spring Qtr 2021,MATH 18,"Anzaldo, Leesa B","A+:8, A:13, A-:5, B+:5, B:0, B-:0, C+:0, C:0, C-:0, D:0, F:0, P:0, NP:2, W:1, Total Students:34, Class GPA:3.84",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2021,CAT 2,"Nguyen, Hoang Tan","A+:3, A:6, A-:5, B+:0, B:0, B-:0, C+:0, C:0, C-:0, D:0, F:0, P:0, NP:1, Total Students:15, Class GPA:3.89",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2021,CSE 12,"Miranda, Gregory Joseph","A+:43, A:74, A-:20, B+:16, B:8, B-:7, C+:3, C:4, C-:2, D:0, F:1, P:9, NP:4, Total Students:191, Class GPA:3.69",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2021,CSE 15L,"Gillespie, Gary N","A+:5, A:14, A-:4, B+:4, B:2, B-:0, C+:0, C:1, C-:1, D:0, F:1, P:2, NP:0, W:1, Total Students:35, Class GPA:3.55",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2021,CSE 20,"Minnes Kemp, Mor Mia","A+:0, A:40, A-:0, B+:2, B:2, B-:2, C+:0, C:0, C-:0, D:0, F:3, P:2, NP:1, Total Students:52, Class GPA:3.63",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Winter Qtr 2021,MATH 20C,"Hammock, Frances H","A+:2, A:5, A-:5, B+:2, B:1, B-:2, C+:3, C:1, C-:2, D:1, F:1, P:4, NP:3, W:2, Total Students:34, Class GPA:2.99",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2020,CAT 1,"Bronstein, Phoebe Malan","A+:1, A:6, A-:9, B+:1, B:0, B-:0, C+:0, C:0, C-:0, D:0, F:0, Total Students:17, Class GPA:3.8",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2020,CSE 11,"Cao, Yingjun","A+:4, A:9, A-:9, B+:2, B:4, B-:2, C+:1, C:0, C-:1, D:1, F:0, W:1, Total Students:34, Class GPA:3.46",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2020,CSE 87,"Cottrell, Garrison W","P:16, NP:0, Total Students:16, Class GPA:0",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2020,MATH 20B,"Anzaldo, Leesa B","A+:8, A:16, A-:3, B+:5, B:1, B-:0, C+:0, C:0, C-:0, D:1, F:2, Total Students:36, Class GPA:3.54",
2024-03-27T20:18:05.870Z,c2207d3bea75f399a3437dcde8d3c643,Fall Qtr 2020,PHYS 2A,"Keres, Dusan","A+:12, A:54, A-:37, B+:29, B:25, B-:24, C+:17, C:22, C-:35, D:25, F:30, P:7, NP:5, W:18, Total Students:340, Class GPA:2.59",
2024-03-27T20:22:03.576Z,ed4686ef1cade9e958a669179d1e5b35,Winter Qtr 2024,ANTH 21,"Stone, Annika Britt","A+:8, A:8, A-:1, B+:4, B:2, B-:1, C+:0, C:1, C-:0, D:1, F:0, P:9, NP:0, Total Students:35, Class GPA:3.56",
2024-03-27T20:22:03.576Z,ed4686ef1cade9e958a669179d1e5b35,Winter Qtr 2024,AWP 4A,"Tsurska Svetina, Olena","P:12, NP:1, Total Students:13, Class GPA:0",
2024-03-27T20:22:03.576Z,ed4686ef1cade9e958a669179d1e5b35,Winter Qtr 2024,CHEM 6A,"Hopkins, Patrycja Anna","A+:1, A:10, A-:2, B+:4, B:3, B-:5, C+:2, C:6, C-:2, D:1, F:1, P:1, NP:0, W:1, Total Students:39, Class GPA:2.92",
2024-03-27T20:22:03.576Z,ed4686ef1cade9e958a669179d1e5b35,Winter Qtr 2024,MATH 10A,"Cheng, Hsiao-Bing","A+:0, A:6, A-:4, B+:6, B:3, B-:7, C+:3, C:7, C-:7, D:0, F:11, P:3, NP:1, W:1, Total Students:59, Class GPA:2.21",
2024-03-27T20:22:03.576Z,ed4686ef1cade9e958a669179d1e5b35,Fall Qtr 2023,CENG 4,"Drews, Aaron","P:32, NP:1, Total Students:33, Class GPA:0",
2024-03-27T20:22:03.576Z,ed4686ef1cade9e958a669179d1e5b35,Fall Qtr 2023,CHEM 4,"Bussey, Thomas J","A+:1, A:8, A-:2, B+:4, B:7, B-:2, C+:2, C:8, C-:1, D:1, F:1, P:3, NP:0, Total Students:40, Class GPA:2.87",
2024-03-27T20:22:03.576Z,ed4686ef1cade9e958a669179d1e5b35,Fall Qtr 2023,ENG 5,"Rodriguez, Ruben","P:63, NP:2, Total Students:65, Class GPA:0",
2024-03-27T20:22:03.576Z,ed4686ef1cade9e958a669179d1e5b35,Fall Qtr 2023,MATH 3C,"Hammock, Frances H","A+:1, A:1, A-:0, B+:2, B:2, B-:1, C+:3, C:1, C-:7, D:0, F:11, P:1, NP:2, Total Students:32, Class GPA:1.52",
2024-03-27T20:22:03.576Z,ed4686ef1cade9e958a669179d1e5b35,Fall Qtr 2023,PHIL 10,"Carr, Jennifer Rose","A+:13, A:13, A-:2, B+:1, B:2, B-:0, C+:2, C:3, C-:4, D:1, F:1, P:1, NP:3, W:1, Total Students:47, Class GPA:3.31",
